Date,Prob,Position,Strat_Ret
2025-06-23,0.56273186,1,0.007086217120930923
2025-06-24,0.5413232,1,0.011784963544526447
2025-06-25,0.56016,1,-0.003672824455672302
2025-06-26,0.555318,1,0.0009395562683027059
2025-06-27,0.5534882,1,0.0023252311283283957
2025-06-28,0.5701605,1,0.00983195226177919
2025-06-29,0.5646279,1,-0.011233628430860393
2025-06-30,0.5463062,1,-0.01377060945880646
2025-07-01,0.5158434,0,0.0
2025-07-02,0.51110184,0,0.0
2025-07-03,0.5184338,0,-0.0
2025-07-04,0.48754236,0,0.0
2025-07-05,0.48161343,0,0.0
2025-07-06,0.51113,0,-0.0
2025-07-07,0.52453315,1,0.0060781291164992805
2025-07-08,0.5257499,1,0.02099497361671242
2025-07-09,0.5357851,1,0.042040393709379065
2025-07-10,0.52884936,1,0.012997315848983379
2025-07-11,0.493097,0,-0.0
2025-07-12,0.4541851,-1,-0.014094044790011754
2025-07-13,0.48197564,0,0.0
2025-07-14,0.49516264,0,-0.0
2025-07-15,0.49793094,0,0.0
2025-07-16,0.4983006,0,0.0
2025-07-17,0.5274044,1,-0.01056700950065718
2025-07-18,0.5373591,1,-0.0007197002204572691
2025-07-19,0.539466,1,-0.004890417918115617
2025-07-20,0.5609324,1,0.0009822478512299445
2025-07-21,0.566054,1,0.021692235206271098
2025-07-22,0.56141114,1,-0.01004095354590667
2025-07-23,0.55946887,1,-0.0035006808084234644
2025-07-24,0.5327271,1,-0.006159491204291899
2025-07-25,0.5538502,1,0.002595631902628258
2025-07-26,0.56726134,1,0.012603083346820849
2025-07-27,0.57195914,1,-0.011396806340220294
2025-07-28,0.5722313,1,-0.0009453714032179849
2025-07-29,0.5461758,1,-0.0009369312651676298
2025-07-30,0.5507115,1,-0.01777599093867902
2025-07-31,0.5500798,1,-0.02153342924967691
2025-08-01,0.5361745,1,-0.006655760991846373
2025-08-02,0.55345625,1,0.014663215250676506
2025-08-03,0.5795425,1,0.007382183600908784
2025-08-04,0.58414006,1,-0.008074576568790104
2025-08-05,0.56090647,1,0.00752894963418136
2025-08-06,0.5551715,1,0.021335183728332856
2025-08-07,0.5601029,1,-0.00681002901994848
2025-08-08,0.5542003,1,-0.0018228772606176664
2025-08-09,0.53244007,1,0.024023932127064194
2025-08-10,0.5359361,1,-0.005109768025592827
2025-08-11,0.546604,1,0.01212710210107966
2025-08-12,0.50572324,0,0.0
2025-08-13,0.5222934,1,-0.04149029256629387
2025-08-14,0.51685303,0,-0.0
2025-08-15,0.48101798,0,0.0
2025-08-16,0.54700625,1,0.00020742322210116917
2025-08-17,0.5955764,1,-0.010083975477294543
2025-08-18,0.6004287,1,-0.02928284432910472
2025-08-19,0.5901829,1,0.012312159298069381
2025-08-20,0.58025753,1,-0.01562169894735077
2025-08-21,0.6157001,1,0.03867346942564925
2025-08-22,0.6003521,1,-0.012892668639070098
2025-08-23,0.57681644,1,-0.016987662875338143
